;num_tipo;codigo;banco;descricao;tipo;unidade;quantidade;valor_unitario;total
;Composição Auxiliar; 88267 ;SINAPI;ENCANADOR OU BOMBEIRO HIDRÁULICO COM ENCARGOS COMPLEMENTARES;SEDI - SERVIÇOS DIVERSOS;H;0,0944000;25,28;2,38
;Insumo; 00038383 ;SINAPI;LIXA D'AGUA EM FOLHA, GRAO 100;Material;UN;0,0315000;3,09;0,09
;Insumo; 00000122 ;SINAPI;ADESIVO PLASTICO PARA PVC, FRASCO COM *850* GR;Material;UN;0,0059000;76,17;0,44
;Insumo; 00020083 ;SINAPI;SOLUCAO PREPARADORA / LIMPADORA PARA PVC, FRASCO COM 1000 CM3;Material;UN;0,0070000;86,30;0,60
;Insumo; 00000065 ;SINAPI;"ADAPTADOR PVC SOLDAVEL CURTO COM BOLSA E ROSCA, 25 MM X 3/4"", PARA AGUA FRIA";Material;UN;1,0000000;0,87;0,87
; 5.9.4.6 ;Código;Banco;Descrição;Tipo;Und;Quant.;Valor Unit;Total
;Composição; 94662 ;SINAPI;"ADAPTADOR CURTO COM BOLSA E ROSCA PARA REGISTRO, PVC, SOLDÁVEL, DN 50 MM X 1 1/2"", INSTALADO EM RESERVAÇÃO PREDIAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_04/2024";INHI - INSTALAÇÕES HIDROS SANITÁRIAS;UN;1,0000000;10,40;10,40
;Composição Auxiliar; 88267 ;SINAPI;ENCANADOR OU BOMBEIRO HIDRÁULICO COM ENCARGOS COMPLEMENTARES;SEDI - SERVIÇOS DIVERSOS;H;0,0934000;25,28;2,36
;Composição Auxiliar; 88248 ;SINAPI;AUXILIAR DE ENCANADOR OU BOMBEIRO HIDRÁULICO COM ENCARGOS COMPLEMENTARES;SEDI - SERVIÇOS DIVERSOS;H;0,0934000;20,89;1,95
;Insumo; 00003148 ;SINAPI;FITA VEDA ROSCA EM ROLOS DE 18 MM X 50 M (L X C);Material;UN;0,0096000;16,08;0,15
;Insumo; 00000112 ;SINAPI;"ADAPTADOR PVC SOLDAVEL CURTO COM BOLSA E ROSCA, 50 MM X1 1/2"", PARA AGUA FRIA";Material;UN;1,0000000;4,36;4,36
;Insumo; 00020083 ;SINAPI;SOLUCAO PREPARADORA / LIMPADORA PARA PVC, FRASCO COM 1000 CM3;Material;UN;0,0110000;86,30;0,94
;Insumo; 00038383 ;SINAPI;LIXA D'AGUA EM FOLHA, GRAO 100;Material;UN;0,0078000;3,09;0,02
;Insumo; 00000122 ;SINAPI;ADESIVO PLASTICO PARA PVC, FRASCO COM *850* GR;Material;UN;0,0082000;76,17;0,62
; 5.9.4.7 ;Código;Banco;Descrição;Tipo;Und;Quant.;Valor Unit;Total
;Composição; 89408 ;SINAPI;JOELHO 90 GRAUS, PVC, SOLDÁVEL, DN 25MM, INSTALADO EM RAMAL DE DISTRIBUIÇÃO DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_06/2022;INHI - INSTALAÇÕES HIDROS SANITÁRIAS;UN;1,0000000;8,29;8,29
;Composição Auxiliar; 88267 ;SINAPI;ENCANADOR OU BOMBEIRO HIDRÁULICO COM ENCARGOS COMPLEMENTARES;SEDI - SERVIÇOS DIVERSOS;H;0,1359000;25,28;3,43
;Composição Auxiliar; 88248 ;SINAPI;AUXILIAR DE ENCANADOR OU BOMBEIRO HIDRÁULICO COM ENCARGOS COMPLEMENTARES;SEDI - SERVIÇOS DIVERSOS;H;0,1359000;20,89;2,83
;Insumo; 00020083 ;SINAPI;SOLUCAO PREPARADORA / LIMPADORA PARA PVC, FRASCO COM 1000 CM3;Material;UN;0,0080000;86,30;0,69
;Insumo; 00038383 ;SINAPI;LIXA D'AGUA EM FOLHA, GRAO 100;Material;UN;0,0302000;3,09;0,09
;Insumo; 00000122 ;SINAPI;ADESIVO PLASTICO PARA PVC, FRASCO COM *850* GR;Material;UN;0,0071000;76,17;0,54
;Insumo; 00003529 ;SINAPI;JOELHO PVC, SOLDAVEL, 90 GRAUS, 25 MM, COR MARROM, PARA AGUA FRIA PREDIAL;Material;UN;1,0000000;0,71;0,71
; 5.9.4.8 ;Código;Banco;Descrição;Tipo;Und;Quant.;Valor Unit;Total
;Composição; 94678 ;SINAPI;JOELHO 90 GRAUS, PVC, SOLDÁVEL, DN 50 MM INSTALADO EM RESERVAÇÃO PREDIAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_04/2024;INHI - INSTALAÇÕES HIDROS SANITÁRIAS;UN;1,0000000;14,52;14,52
;Composição Auxiliar; 88267 ;SINAPI;ENCANADOR OU BOMBEIRO HIDRÁULICO COM ENCARGOS COMPLEMENTARES;SEDI - SERVIÇOS DIVERSOS;H;0,1401000;25,28;3,54
;Composição Auxiliar; 88248 ;SINAPI;AUXILIAR DE ENCANADOR OU BOMBEIRO HIDRÁULICO COM ENCARGOS COMPLEMENTARES;SEDI - SERVIÇOS DIVERSOS;H;0,1401000;20,89;2,92
;Insumo; 00038383 ;SINAPI;LIXA D'AGUA EM FOLHA, GRAO 100;Material;UN;0,0156000;3,09;0,04
;Insumo; 00000122 ;SINAPI;ADESIVO PLASTICO PARA PVC, FRASCO COM *850* GR;Material;UN;0,0165000;76,17;1,25
;Insumo; 00020083 ;SINAPI;SOLUCAO PREPARADORA / LIMPADORA PARA PVC, FRASCO COM 1000 CM3;Material;UN;0,0220000;86,30;1,89
;Insumo; 00003540 ;SINAPI;JOELHO PVC, SOLDAVEL, 90 GRAUS, 50 MM, COR MARROM, PARA AGUA FRIA PREDIAL;Material;UN;1,0000000;4,88;4,88
; 5.9.4.9 ;Código;Banco;Descrição;Tipo;Und;Quant.;Valor Unit;Total
;Composição; 94657 ;SINAPI;LUVA PVC, SOLDÁVEL, DN  25 MM, INSTALADO EM RESERVAÇÃO PREDIAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_04/2024;INHI - INSTALAÇÕES HIDROS SANITÁRIAS;UN;1,0000000;3,81;3,81
;Composição Auxiliar; 88248 ;SINAPI;AUXILIAR DE ENCANADOR OU BOMBEIRO HIDRÁULICO COM ENCARGOS COMPLEMENTARES;SEDI - SERVIÇOS DIVERSOS;H;0,0384000;20,89;0,80
;Composição Auxiliar; 88267 ;SINAPI;ENCANADOR OU BOMBEIRO HIDRÁULICO COM ENCARGOS COMPLEMENTARES;SEDI - SERVIÇOS DIVERSOS;H;0,0384000;25,28;0,97
;Insumo; 00020083 ;SINAPI;SOLUCAO PREPARADORA / LIMPADORA PARA PVC, FRASCO COM 1000 CM3;Material;UN;0,0080000;86,30;0,69
;Insumo; 00038383 ;SINAPI;LIXA D'AGUA EM FOLHA, GRAO 100;Material;UN;0,0064000;3,09;0,01
;Insumo; 00000122 ;SINAPI;ADESIVO PLASTICO PARA PVC, FRASCO COM *850* GR;Material;UN;0,0071000;76,17;0,54
;Insumo; 00003904 ;SINAPI;LUVA PVC SOLDAVEL, 25 MM, PARA AGUA FRIA PREDIAL;Material;UN;1,0000000;0,80;0,80
; 5.9.4.10 ;Código;Banco;Descrição;Tipo;Und;Quant.;Valor Unit;Total
;Composição; 94663 ;SINAPI;LUVA, PVC, SOLDÁVEL, DN 50 MM, INSTALADO EM RESERVAÇÃO PREDIAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_04/2024;INHI - INSTALAÇÕES HIDROS SANITÁRIAS;UN;1,0000000;11,75;11,75
;Composição Auxiliar; 88248 ;SINAPI;AUXILIAR DE ENCANADOR OU BOMBEIRO HIDRÁULICO COM ENCARGOS COMPLEMENTARES;SEDI - SERVIÇOS DIVERSOS;H;0,0934000;20,89;1,95
;Composição Auxiliar; 88267 ;SINAPI;ENCANADOR OU BOMBEIRO HIDRÁULICO COM ENCARGOS COMPLEMENTARES;SEDI - SERVIÇOS DIVERSOS;H;0,0934000;25,28;2,36
;Insumo; 00003863 ;SINAPI;LUVA PVC SOLDAVEL, 50 MM, PARA AGUA FRIA PREDIAL;Material;UN;1,0000000;4,26;4,26
;Insumo; 00020083 ;SINAPI;SOLUCAO PREPARADORA / LIMPADORA PARA PVC, FRASCO COM 1000 CM3;Material;UN;0,0220000;86,30;1,89
;Insumo; 00038383 ;SINAPI;LIXA D'AGUA EM FOLHA, GRAO 100;Material;UN;0,0156000;3,09;0,04
;Insumo; 00000122 ;SINAPI;ADESIVO PLASTICO PARA PVC, FRASCO COM *850* GR;Material;UN;0,0165000;76,17;1,25
; 5.9.4.11 ;Código;Banco;Descrição;Tipo;Und;Quant.;Valor Unit;Total
;Composição; 89985 ;SINAPI;"REGISTRO DE PRESSÃO BRUTO, LATÃO, ROSCÁVEL, 3/4"", COM ACABAMENTO E CANOPLA CROMADOS - FORNECIMENTO E INSTALAÇÃO. AF_08/2021";INHI - INSTALAÇÕES HIDROS SANITÁRIAS;UN;1,0000000;81,21;81,21
;Composição Auxiliar; 88248 ;SINAPI;AUXILIAR DE ENCANADOR OU BOMBEIRO HIDRÁULICO COM ENCARGOS COMPLEMENTARES;SEDI - SERVIÇOS DIVERSOS;H;0,2212000;20,89;4,62
;Composição Auxiliar; 88267 ;SINAPI;ENCANADOR OU BOMBEIRO HIDRÁULICO COM ENCARGOS COMPLEMENTARES;SEDI - SERVIÇOS DIVERSOS;H;0,2212000;25,28;5,59
;Insumo; 00006024 ;SINAPI;"REGISTRO PRESSAO COM ACABAMENTO E CANOPLA CROMADA, SIMPLES, BITOLA 3/4"" (REF 1416)";Material;UN;1,0000000;70,83;70,83
;Insumo; 00003148 ;SINAPI;FITA VEDA ROSCA EM ROLOS DE 18 MM X 50 M (L X C);Material;UN;0,0106000;16,08;0,17
; 5.9.4.12 ;Código;Banco;Descrição;Tipo;Und;Quant.;Valor Unit;Total
;Composição; 89402 ;SINAPI;TUBO, PVC, SOLDÁVEL, DE 25MM, INSTALADO EM RAMAL DE DISTRIBUIÇÃO DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_06/2022;INHI - INSTALAÇÕES HIDROS SANITÁRIAS;M;1,0000000;11,68;11,68
;Composição Auxiliar; 88248 ;SINAPI;AUXILIAR DE ENCANADOR OU BOMBEIRO HIDRÁULICO COM ENCARGOS COMPLEMENTARES;SEDI - SERVIÇOS DIVERSOS;H;0,1586000;20,89;3,31
;Composição Auxiliar; 88267 ;SINAPI;ENCANADOR OU BOMBEIRO HIDRÁULICO COM ENCARGOS COMPLEMENTARES;SEDI - SERVIÇOS DIVERSOS;H;0,1586000;25,28;4,00
;Insumo; 00038383 ;SINAPI;LIXA D'AGUA EM FOLHA, GRAO 100;Material;UN;0,0370000;3,09;0,11
;Insumo; 00009868 ;SINAPI;TUBO PVC, SOLDAVEL, DE 25 MM, AGUA FRIA (NBR-5648);Material;M;1,0493000;4,06;4,26
; 5.9.4.13 ;Código;Banco;Descrição;Tipo;Und;Quant.;Valor Unit;Total
;Composição; 94651 ;SINAPI;TUBO, PVC, SOLDÁVEL, DE 50MM, INSTALADO EM RESERVAÇÃO PREDIAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_04/2024;INHI - INSTALAÇÕES HIDROS SANITÁRIAS;M;1,0000000;21,06;21,06
;Composição Auxiliar; 88267 ;SINAPI;ENCANADOR OU BOMBEIRO HIDRÁULICO COM ENCARGOS COMPLEMENTARES;SEDI - SERVIÇOS DIVERSOS;H;0,1128000;25,28;2,85
;Composição Auxiliar; 88248 ;SINAPI;AUXILIAR DE ENCANADOR OU BOMBEIRO HIDRÁULICO COM ENCARGOS COMPLEMENTARES;SEDI - SERVIÇOS DIVERSOS;H;0,1128000;20,89;2,35
;Insumo; 00038383 ;SINAPI;LIXA D'AGUA EM FOLHA, GRAO 100;Material;UN;0,0125000;3,09;0,03
;Insumo; 00009875 ;SINAPI;TUBO PVC, SOLDAVEL, DE 50 MM, AGUA FRIA (NBR-5648);Material;M;1,0493000;15,09;15,83
; 5.9.4.14 ;Código;Banco;Descrição;Tipo;Und;Quant.;Valor Unit;Total
;Composição; 89440 ;SINAPI;TE, PVC, SOLDÁVEL, DN 25MM, INSTALADO EM RAMAL DE DISTRIBUIÇÃO DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_06/2022;INHI - INSTALAÇÕES HIDROS SANITÁRIAS;UN;1,0000000;11,49;11,49
;Composição Auxiliar; 88267 ;SINAPI;ENCANADOR OU BOMBEIRO HIDRÁULICO COM ENCARGOS COMPLEMENTARES;SEDI - SERVIÇOS DIVERSOS;H;0,1812000;25,28;4,58
;Composição Auxiliar; 88248 ;SINAPI;AUXILIAR DE ENCANADOR OU BOMBEIRO HIDRÁULICO COM ENCARGOS COMPLEMENTARES;SEDI - SERVIÇOS DIVERSOS;H;0,1812000;20,89;3,78
;Insumo; 00007139 ;SINAPI;TE SOLDAVEL, PVC, 90 GRAUS, 25 MM, PARA AGUA FRIA PREDIAL (NBR 5648);Material;UN;1,0000000;1,17;1,17
;Insumo; 00038383 ;SINAPI;LIXA D'AGUA EM FOLHA, GRAO 100;Material;UN;0,0453000;3,09;0,13
;Insumo; 00000122 ;SINAPI;ADESIVO PLASTICO PARA PVC, FRASCO COM *850* GR;Material;UN;0,0106000;76,17;0,80
;Insumo; 00020083 ;SINAPI;SOLUCAO PREPARADORA / LIMPADORA PARA PVC, FRASCO COM 1000 CM3;Material;UN;0,0120000;86,30;1,03
; 5.9.4.15 ;Código;Banco;Descrição;Tipo;Und;Quant.;Valor Unit;Total
;Composição; 89627 ;SINAPI;TÊ DE REDUÇÃO, PVC, SOLDÁVEL, DN 50MM X 25MM, INSTALADO EM PRUMADA DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_06/2022;INHI - INSTALAÇÕES HIDROS SANITÁRIAS;UN;1,0000000;19,38;19,38
;Composição Auxiliar; 88267 ;SINAPI;ENCANADOR OU BOMBEIRO HIDRÁULICO COM ENCARGOS COMPLEMENTARES;SEDI - SERVIÇOS DIVERSOS;H;0,1318000;25,28;3,33
;Composição Auxiliar; 88248 ;SINAPI;AUXILIAR DE ENCANADOR OU BOMBEIRO HIDRÁULICO COM ENCARGOS COMPLEMENTARES;SEDI - SERVIÇOS DIVERSOS;H;0,1318000;20,89;2,75
;Insumo; 00000122 ;SINAPI;ADESIVO PLASTICO PARA PVC, FRASCO COM *850* GR;Material;UN;0,0176000;76,17;1,34
;Insumo; 00038383 ;SINAPI;LIXA D'AGUA EM FOLHA, GRAO 100;Material;UN;0,0244000;3,09;0,07
;Insumo; 00007129 ;SINAPI;TE DE REDUCAO, PVC, SOLDAVEL, 90 GRAUS, 50 MM X 25 MM, PARA AGUA FRIA PREDIAL;Material;UN;1,0000000;9,95;9,95
;Insumo; 00020083 ;SINAPI;SOLUCAO PREPARADORA / LIMPADORA PARA PVC, FRASCO COM 1000 CM3;Material;UN;0,0225000;86,30;1,94
; 5.9.4.16 ;Código;Banco;Descrição;Tipo;Und;Quant.;Valor Unit;Total
;Composição; 94672 ;SINAPI;"JOELHO 90 GRAUS COM BUCHA DE LATÃO, PVC, SOLDÁVEL, DN  25 MM X 3/4"", INSTALADO EM RESERVAÇÃO PREDIAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_04/2024";INHI - INSTALAÇÕES HIDROS SANITÁRIAS;UN;1,0000000;5,70;5,70
;Composição Auxiliar; 88248 ;SINAPI;AUXILIAR DE ENCANADOR OU BOMBEIRO HIDRÁULICO COM ENCARGOS COMPLEMENTARES;SEDI - SERVIÇOS DIVERSOS;H;0,0576000;20,89;1,20
;Composição Auxiliar; 88267 ;SINAPI;ENCANADOR OU BOMBEIRO HIDRÁULICO COM ENCARGOS COMPLEMENTARES;SEDI - SERVIÇOS DIVERSOS;H;0,0576000;25,28;1,45
;Insumo; 00020083 ;SINAPI;SOLUCAO PREPARADORA / LIMPADORA PARA PVC, FRASCO COM 1000 CM3;Material;UN;0,0040000;86,30;0,34
;Insumo; 00003148 ;SINAPI;FITA VEDA ROSCA EM ROLOS DE 18 MM X 50 M (L X C);Material;UN;0,0053000;16,08;0,08
;Insumo; 00000122 ;SINAPI;ADESIVO PLASTICO PARA PVC, FRASCO COM *850* GR;Material;UN;0,0035000;76,17;0,26
;Insumo; 00003522 ;SINAPI;"JOELHO PVC, SOLDAVEL COM ROSCA, 90 GRAUS, 25 MM X 3/4"", COR MARROM, PARA AGUA FRIA PREDIAL";Material;UN;1,0000000;2,37;2,37
; 5.9.4.17 ;Código;Banco;Descrição;Tipo;Und;Quant.;Valor Unit;Total
;Composição; 90373 ;SINAPI;JOELHO 90 GRAUS COM BUCHA DE LATÃO, PVC, SOLDÁVEL, DN 25MM, X 1/2  INSTALADO EM RAMAL OU SUB-RAMAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_06/2022;INHI - INSTALAÇÕES HIDROS SANITÁRIAS;UN;1,0000000;12,41;12,41
;Composição Auxiliar; 88248 ;SINAPI;AUXILIAR DE ENCANADOR OU BOMBEIRO HIDRÁULICO COM ENCARGOS COMPLEMENTARES;SEDI - SERVIÇOS DIVERSOS;H;0,1312000;20,89;2,74
;Composição Auxiliar; 88267 ;SINAPI;ENCANADOR OU BOMBEIRO HIDRÁULICO COM ENCARGOS COMPLEMENTARES;SEDI - SERVIÇOS DIVERSOS;H;0,1312000;25,28;3,31
;Insumo; 00020147 ;SINAPI;"JOELHO PVC, SOLDAVEL, COM BUCHA DE LATAO, 90 GRAUS, 25 MM X 1/2"", PARA AGUA FRIA PREDIAL";Material;UN;1,0000000;5,23;5,23
;Insumo; 00020083 ;SINAPI;SOLUCAO PREPARADORA / LIMPADORA PARA PVC, FRASCO COM 1000 CM3;Material;UN;0,0070000;86,30;0,60
;Insumo; 00000122 ;SINAPI;ADESIVO PLASTICO PARA PVC, FRASCO COM *850* GR;Material;UN;0,0059000;76,17;0,44
;Insumo; 00038383 ;SINAPI;LIXA D'AGUA EM FOLHA, GRAO 100;Material;UN;0,0315000;3,09;0,09
; 5.9.4.18 ;Código;Banco;Descrição;Tipo;Und;Quant.;Valor Unit;Total
;Composição; 89396 ;SINAPI;TÊ COM BUCHA DE LATÃO NA BOLSA CENTRAL, PVC, SOLDÁVEL, DN 25MM X 1/2 , INSTALADO EM RAMAL OU SUB-RAMAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_06/2022;INHI - INSTALAÇÕES HIDROS SANITÁRIAS;UN;1,0000000;19,55;19,55
;Composição Auxiliar; 88248 ;SINAPI;AUXILIAR DE ENCANADOR OU BOMBEIRO HIDRÁULICO COM ENCARGOS COMPLEMENTARES;SEDI - SERVIÇOS DIVERSOS;H;0,1748000;20,89;3,65
;Composição Auxiliar; 88267 ;SINAPI;ENCANADOR OU BOMBEIRO HIDRÁULICO COM ENCARGOS COMPLEMENTARES;SEDI - SERVIÇOS DIVERSOS;H;0,1748000;25,28;4,41
;Insumo; 00038383 ;SINAPI;LIXA D'AGUA EM FOLHA, GRAO 100;Material;UN;0,0484000;3,09;0,14
;Insumo; 00007137 ;SINAPI;"TE PVC, SOLDAVEL, COM BUCHA DE LATAO NA BOLSA CENTRAL, 90 GRAUS, 25 MM X 1/2"", PARA AGUA FRIA PREDIAL";Material;UN;1,0000000;9,78;9,78
;Insumo; 00000122 ;SINAPI;ADESIVO PLASTICO PARA PVC, FRASCO COM *850* GR;Material;UN;0,0088000;76,17;0,67
;Insumo; 00020083 ;SINAPI;SOLUCAO PREPARADORA / LIMPADORA PARA PVC, FRASCO COM 1000 CM3;Material;UN;0,0105000;86,30;0,90
; 5.9.5 ;;;PLUVIAL;;;;;279,59
; 5.9.5.1 ;Código;Banco;Descrição;Tipo;Und;Quant.;Valor Unit;Total
;Composição; 89529 ;SINAPI;JOELHO 90 GRAUS, PVC, SERIE R, ÁGUA PLUVIAL, DN 100 MM, JUNTA ELÁSTICA, FORNECIDO E INSTALADO EM RAMAL DE ENCAMINHAMENTO. AF_06/2022;INHI - INSTALAÇÕES HIDROS SANITÁRIAS;UN;1,0000000;35,71;35,71
;Composição Auxiliar; 88248 ;SINAPI;AUXILIAR DE ENCANADOR OU BOMBEIRO HIDRÁULICO COM ENCARGOS COMPLEMENTARES;SEDI - SERVIÇOS DIVERSOS;H;0,1288000;20,89;2,69
;Composição Auxiliar; 88267 ;SINAPI;ENCANADOR OU BOMBEIRO HIDRÁULICO COM ENCARGOS COMPLEMENTARES;SEDI - SERVIÇOS DIVERSOS;H;0,1288000;25,28;3,25
;Insumo; 00020157 ;SINAPI;JOELHO, PVC SERIE R, 90 GRAUS, DN 100 MM, PARA ESGOTO PREDIAL;Material;UN;1,0000000;19,12;19,12
;Insumo; 00020078 ;SINAPI;PASTA LUBRIFICANTE PARA TUBOS E CONEXOES COM JUNTA ELASTICA, EMBALAGEM DE *400* GR (USO EM PVC, ACO, POLIETILENO E OUTROS);Material;UN;0,1150000;31,44;3,61
;Insumo; 00000299 ;SINAPI;ANEL BORRACHA, DN 100 MM, PARA TUBO SERIE REFORCADA ESGOTO PREDIAL;Material;UN;2,0000000;3,52;7,04
; 5.9.5.2 ;Código;Banco;Descrição;Tipo;Und;Quant.;Valor Unit;Total
;Composição; 89578 ;SINAPI;TUBO PVC, SÉRIE R, ÁGUA PLUVIAL, DN 100 MM, FORNECIDO E INSTALADO EM CONDUTORES VERTICAIS DE ÁGUAS PLUVIAIS. AF_06/2022;INHI - INSTALAÇÕES HIDROS SANITÁRIAS;M;1,0000000;32,22;32,22
;Composição Auxiliar; 88267 ;SINAPI;ENCANADOR OU BOMBEIRO HIDRÁULICO COM ENCARGOS COMPLEMENTARES;SEDI - SERVIÇOS DIVERSOS;H;0,0758000;25,28;1,91
;Composição Auxiliar; 88248 ;SINAPI;AUXILIAR DE ENCANADOR OU BOMBEIRO HIDRÁULICO COM ENCARGOS COMPLEMENTARES;SEDI - SERVIÇOS DIVERSOS;H;0,0758000;20,89;1,58
;Insumo; 00009841 ;SINAPI;TUBO PVC, SERIE R, DN 100 MM, PARA ESGOTO OU AGUAS PLUVIAIS PREDIAL (NBR 5688);Material;M;1,0353000;27,64;28,61
;Insumo; 00038383 ;SINAPI;LIXA D'AGUA EM FOLHA, GRAO 100;Material;UN;0,0420000;3,09;0,12
; 5.9.6 ;;;DRENO AR CONDICIONADO;;;;;612,50
; 5.9.6.1 ;Código;Banco;Descrição;Tipo;Und;Quant.;Valor Unit;Total
;Composição; ARENA_CPU 03.7 ;Próprio;CAIXA DE PASSAGEM P/ SPLIT 35X13X7CM DRENO INFERIOR DE PLAST - FORNECIMENTO E INSTALAÇÃO;SEDI - SERVIÇOS DIVERSOS;UN;1,0000000;46,65;46,65
;Composição Auxiliar; 88247 ;SINAPI;AUXILIAR DE ELETRICISTA COM ENCARGOS COMPLEMENTARES;SEDI - SERVIÇOS DIVERSOS;H;0,5800000;21,90;12,70
;Composição Auxiliar; 88264 ;SINAPI;ELETRICISTA COM ENCARGOS COMPLEMENTARES;SEDI - SERVIÇOS DIVERSOS;H;0,9700000;26,38;25,58
;Insumo; 203047 ;SBC;CAIXA DE PASSAGEM PARA SPLIT 35x13x7cm DRENO INFERIOR DE PLASTICO;Material;UN;1,0000000;8,37;8,37
; 5.9.6.2 ;Código;Banco;Descrição;Tipo;Und;Quant.;Valor Unit;Total
;Composição; 89866 ;SINAPI;JOELHO 90 GRAUS, PVC, SOLDÁVEL, DN 25MM, INSTALADO EM DRENO DE AR-CONDICIONADO - FORNECIMENTO E INSTALAÇÃO. AF_08/2022;INHI - INSTALAÇÕES HIDROS SANITÁRIAS;UN;1,0000000;7,05;7,05
;Composição Auxiliar; 88267 ;SINAPI;ENCANADOR OU BOMBEIRO HIDRÁULICO COM ENCARGOS COMPLEMENTARES;SEDI - SERVIÇOS DIVERSOS;H;0,1106000;25,28;2,79
;Composição Auxiliar; 88248 ;SINAPI;AUXILIAR DE ENCANADOR OU BOMBEIRO HIDRÁULICO COM ENCARGOS COMPLEMENTARES;SEDI - SERVIÇOS DIVERSOS;H;0,1106000;20,89;2,31
;Insumo; 00000122 ;SINAPI;ADESIVO PLASTICO PARA PVC, FRASCO COM *850* GR;Material;UN;0,0071000;76,17;0,54
;Insumo; 00020083 ;SINAPI;SOLUCAO PREPARADORA / LIMPADORA PARA PVC, FRASCO COM 1000 CM3;Material;UN;0,0080000;86,30;0,69
;Insumo; 00038383 ;SINAPI;LIXA D'AGUA EM FOLHA, GRAO 100;Material;UN;0,0061000;3,09;0,01
;Insumo; 00003529 ;SINAPI;JOELHO PVC, SOLDAVEL, 90 GRAUS, 25 MM, COR MARROM, PARA AGUA FRIA PREDIAL;Material;UN;1,0000000;0,71;0,71
; 5.9.6.3 ;Código;Banco;Descrição;Tipo;Und;Quant.;Valor Unit;Total
;Composição; 89867 ;SINAPI;JOELHO 45 GRAUS, PVC, SOLDÁVEL, DN 25MM, INSTALADO EM DRENO DE AR-CONDICIONADO - FORNECIMENTO E INSTALAÇÃO. AF_08/2022;INHI - INSTALAÇÕES HIDROS SANITÁRIAS;UN;1,0000000;7,81;7,81
;Composição Auxiliar; 88248 ;SINAPI;AUXILIAR DE ENCANADOR OU BOMBEIRO HIDRÁULICO COM ENCARGOS COMPLEMENTARES;SEDI - SERVIÇOS DIVERSOS;H;0,1106000;20,89;2,31
;Composição Auxiliar; 88267 ;SINAPI;ENCANADOR OU BOMBEIRO HIDRÁULICO COM ENCARGOS COMPLEMENTARES;SEDI - SERVIÇOS DIVERSOS;H;0,1106000;25,28;2,79
;Insumo; 00020083 ;SINAPI;SOLUCAO PREPARADORA / LIMPADORA PARA PVC, FRASCO COM 1000 CM3;Material;UN;0,0080000;86,30;0,69
;Insumo; 00003500 ;SINAPI;JOELHO, PVC SOLDAVEL, 45 GRAUS, 25 MM, COR MARROM, PARA AGUA FRIA PREDIAL;Material;UN;1,0000000;1,47;1,47
;Insumo; 00000122 ;SINAPI;ADESIVO PLASTICO PARA PVC, FRASCO COM *850* GR;Material;UN;0,0071000;76,17;0,54
;Insumo; 00038383 ;SINAPI;LIXA D'AGUA EM FOLHA, GRAO 100;Material;UN;0,0061000;3,09;0,01
; 5.9.6.4 ;Código;Banco;Descrição;Tipo;Und;Quant.;Valor Unit;Total
;Composição; 89381 ;SINAPI;LUVA COM BUCHA DE LATÃO, PVC, SOLDÁVEL, DN 25MM X 3/4 , INSTALADO EM RAMAL OU SUB-RAMAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_06/2022;INHI - INSTALAÇÕES HIDROS SANITÁRIAS;UN;1,0000000;11,90;11,90
;Composição Auxiliar; 88267 ;SINAPI;ENCANADOR OU BOMBEIRO HIDRÁULICO COM ENCARGOS COMPLEMENTARES;SEDI - SERVIÇOS DIVERSOS;H;0,0944000;25,28;2,38
;Composição Auxiliar; 88248 ;SINAPI;AUXILIAR DE ENCANADOR OU BOMBEIRO HIDRÁULICO COM ENCARGOS COMPLEMENTARES;SEDI - SERVIÇOS DIVERSOS;H;0,0944000;20,89;1,97
;Insumo; 00000122 ;SINAPI;ADESIVO PLASTICO PARA PVC, FRASCO COM *850* GR;Material;UN;0,0059000;76,17;0,44
;Insumo; 00020083 ;SINAPI;SOLUCAO PREPARADORA / LIMPADORA PARA PVC, FRASCO COM 1000 CM3;Material;UN;0,0070000;86,30;0,60
;Insumo; 00038383 ;SINAPI;LIXA D'AGUA EM FOLHA, GRAO 100;Material;UN;0,0315000;3,09;0,09
;Insumo; 00003870 ;SINAPI;"LUVA SOLDAVEL COM BUCHA DE LATAO, PVC, 25 MM X 3/4""";Material;UN;1,0000000;6,42;6,42
; 5.9.6.5 ;Código;Banco;Descrição;Tipo;Und;Quant.;Valor Unit;Total
